EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date,site_link,Contaminants Media,Contaminants,Remedies Media,Remedy Component
FLD041495441,ALPHA CHEMICAL CORP.,LAKELAND,POLK,FL,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0400623,4620 N GALLOWAY RD,33810.0,N,N,,28.100831,-82.009719,06/28/95,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400623,['Groundwater'],"['BENZOIC ACID', 'STYRENE', 'XYLENE (MIXED ISOMERS)', 'ETHYLBENZENE']","['Groundwater', 'Soil', 'Solid Waste']","['Monitoring', 'Cap (engineered cap)', 'Sampling', 'ESD/Amd - ICs/Five-Year Reviews Removal', 'Institutional Controls']"
FLD042110841,LANDIA CHEMICAL COMPANY,LAKELAND,POLK,FL,Final NPL,No ,No ,No ,Yes,Yes,4.0,0400627,1405 WEST OLIVE STREET,33815.0,N,N,,28.039444,-81.979167,05/11/00,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400627,"['Groundwater', 'Soil']","['HEPTACHLOR EPOXIDE', 'LEAD', '1,2,4-TRICHLOROBENZENE', 'HEPTACHLOR', 'TOXAPHENE', ""P,P'-DDE"", 'DIOXINS (CHLORINATED DIBENZODIOXINS)', 'ALDRIN', 'GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE)', '2,4-DICHLOROPHENOL', 'CHROMIUM', 'CHLORDANE', 'DIELDRIN', 'CADMIUM', 'ARSENIC', '4-NITROPHENOL', ""P,P'-DDD"", ""P,P'-DDT"", 'XYLENE (MIXED ISOMERS)', 'CHLOROMETHANE']","['Groundwater', 'Soil']","['Institutional Controls', 'Bioremediation (other, not otherwise specified, insitu)', 'Disposal (offsite)', 'Chemical Oxidation (insitu)', 'Excavation']"
FLD043861392,SHERWOOD MEDICAL INDUSTRIES,DELAND,VOLUSIA,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400637,2010 HWY 92,32724.0,N,N,,29.060831,-81.265,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400637,"['Groundwater', 'Soil', 'Surface Water', 'Sediment']","['LEAD', '1,1,1-TRICHLOROETHANE', 'CALCIUM', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'TOLUENE', 'ACETONE', 'BENZENE', 'VANADIUM', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'IRON', 'CHLOROMETHANE', 'TRANS-1,2-DICHLOROETHENE', '2-BUTANONE (METHYL ETHYL KETONE)', 'POTASSIUM', '1,1-DICHLOROETHENE', 'NICKEL', 'CHROMIUM', 'ZINC', 'CHLOROFORM', 'CADMIUM', 'COPPER', 'MAGNESIUM', 'SODIUM', 'ALUMINUM', ""P,P'-DDT"", 'XYLENE (MIXED ISOMERS)', '4-METHYLPHENOL (P-CRESOL)', 'TETRACHLOROETHENE', 'BENZOIC ACID', 'CARBON DISULFIDE', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'ARSENIC', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)']","['Groundwater', 'Soil', 'Surface Water', 'Sediment']","['Monitoring', 'Extraction (recovery/vertical well)', 'Air Stripping (P&T, exsitu)', 'Institutional Controls', 'No Further Action', 'ESD/Amd - ICs - Implement or Change', 'Discharge (surface water/NPDES discharge)']"
FLD045459526,SOLITRON MICROWAVE,STUART,MARTIN,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400642,5675 SE Grouper Ave,34997.0,N,N,,27.136667,-80.199167,07/28/98,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400642,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'CADMIUM', 'MANGANESE', 'TETRACHLOROETHENE', 'COPPER', 'SILVER', 'TRANS-1,2-DICHLOROETHENE', 'CIS-1,2-DICHLOROETHENE', 'ACETONE', '1,1-DICHLOROETHENE', 'NICKEL', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)']","['Groundwater', 'Soil']","['Monitoring', 'Institutional Controls', 'Chemical Oxidation (P&T, exsitu)', 'Water Supply (permanent replacement, other, not otherwise specified)', 'Disposal (offsite)', 'Revegetation', 'Monitored Natural Attenuation', 'Excavation']"
FLD049985302,ZELLWOOD GROUND WATER CONTAMINATION,ZELLWOOD,ORANGE,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400655,803 JONES AVE,32757.0,N,N,,28.73195,-81.613331,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400655,"['Groundwater', 'Soil', 'Surface Water', 'Sediment']","['LEAD', 'PHOSPHORUS COMPOUNDS', 'MANGANESE', 'ANTHRACENE', 'NAPHTHALENE', 'CALCIUM', 'ETHYLBENZENE', ""P,P'-DDE"", 'SULFATE', 'PYRENE', 'TOLUENE', 'VANADIUM', 'ACENAPHTHYLENE', 'ALPHA-CHLORDANE', 'IRON', 'POTASSIUM', 'NICKEL', 'AMMONIA', 'CHROMIUM', 'ZINC', 'PHENOL', 'CHLORDANE', 'CYANIDE', 'DIELDRIN', '9H-FLUORENE', 'CADMIUM', 'MERCURY', 'COPPER', 'MAGNESIUM', 'SELENIUM', 'NITRATE', 'ALUMINUM', ""P,P'-DDD"", 'BUTYL BENZYL PHTHALATE', ""P,P'-DDT"", 'INORGANICS', 'BARIUM', 'XYLENE (MIXED ISOMERS)', 'BENZO[A]PYRENE', 'GAMMA-CHLORDANE', 'PHENANTHRENE', 'TETRACHLOROETHENE', 'SILVER', 'QUINOLINE', 'NITRATE/NITRITE', 'ARSENIC', 'BENZO(B)FLUORANTHENE', 'METALS', 'CHLORIDE']","['Groundwater', 'Soil', 'Sediment']","['Extraction (recovery/vertical well)', 'Dewatering', 'Revegetation', 'Incineration (onsite)', 'Disposal (offsite)', 'Flushing (insitu)', 'Cover (soil)', 'Excavation', 'Cap (exsitu)', 'Filtration (P&T, exsitu)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Solidification/Stabilization (exsitu, onsite)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Residuals Treatment/Disposal (onsite)', 'Precipitation (P&T, exsitu)', 'Bioremediation (P&T, other, not otherwise specified, exsitu)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Containment (other, not otherwise specified, onsite)', 'Discharge (reuse as process water)', 'Institutional Controls', 'Monitored Natural Attenuation']"
FLD050432251,FLORIDA STEEL CORP.,INDIANTOWN,MARTIN,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400657,18300 SW Warfield Blvd.,34956.0,N,N,,27.041111,-80.506111,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400657,"['Groundwater', 'Residuals', 'Soil', 'Sediment']","['ZINC', 'LEAD', 'RADIUM', 'CADMIUM', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'SODIUM', 'RADIUM-226']","['Groundwater', 'Residuals', 'Soil', 'Sediment']","['Monitoring', 'Cap (engineered cap)', 'Treatment (other, not otherwise specified)', 'Institutional Controls', 'Drainage/Erosion Control (other, not otherwise specified)', 'Bottom Liner', 'Solidification/Stabilization (exsitu, onsite)', 'Disposal (offsite)', 'Revegetation', 'Solidification/Stabilization (insitu)', 'Containment (other, not otherwise specified, onsite)', 'Residuals Treatment/Disposal (other, not otherwise specified)', 'Excavation']"
FLD052172954,BMI-TEXTRON,LAKE PARK,PALM BEACH,FL,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0400668,1121 SILVER BEACH RD,33403.0,N,N,,26.7937,-80.0738,11/18/02,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400668,['Groundwater'],"['CYANIDE', 'SODIUM', 'BIS(2-CHLOROISOPROPYL) ETHER', 'ARSENIC', 'FLUORIDE']",['Groundwater'],"['Monitoring', 'Institutional Controls', 'Monitored Natural Attenuation']"
FLD053502696,HELENA CHEMICAL CO. (TAMPA PLANT),TAMPA,HILLSBOROUGH,FL,Final NPL,No ,No ,No ,Yes,Yes,4.0,0400674,2405 N 71TH ST,33619.0,N,N,,27.963931,-82.374813,10/14/92,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400674,"['Groundwater', 'Soil', 'Sediment']","['COBALT', 'HEPTACHLOR EPOXIDE', 'LEAD', 'HEPTACHLOR', 'TOXAPHENE', 'MANGANESE', 'ANTHRACENE', 'NAPHTHALENE', 'ETHYLBENZENE', ""P,P'-DDE"", 'CHRYSENE', 'ACETONE', 'DIBENZOFURAN', '2-HEXANONE', 'ALDRIN', 'BENZENE', 'ENDRIN', 'TOLUENE', 'VANADIUM', 'ENDOSULFAN I', '(E)-1,3-DICHLORO-1-PROPENE', 'INDENO(1,2,3-CD)PYRENE', 'TRICHLOROETHENE', 'ANTIMONY', 'ACENAPHTHYLENE', 'ALPHA-CHLORDANE', 'ENDRIN ALDEHYDE', 'GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE)', '4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE)', 'CHLOROBENZENE', '2,4-DICHLOROPHENOL', '2-BUTANONE (METHYL ETHYL KETONE)', '2-METHYLNAPHTHALENE', 'ENDOSULFAN SULFATE', 'ENDRIN KETONE', 'NICKEL', 'THALLIUM', 'CHROMIUM', 'ZINC', 'BENZO(K)FLUORANTHENE', 'DIELDRIN', 'BENZO[A]ANTHRACENE', 'BENZO(GHI)PERYLENE', 'CADMIUM', '1,4-DICHLOROBENZENE', 'COPPER', '4-NITROPHENOL', 'ALPHA-HEXACHLOROCYCLOHEXANE', 'ALUMINUM', ""P,P'-DDD"", 'DELTA-HEXACHLOROCYCLOHEXANE', 'ENDOSULFAN II', ""P,P'-DDT"", 'BARIUM', 'DIBENZO(A,H)ANTHRACENE', 'XYLENE (MIXED ISOMERS)', 'BENZO[A]PYRENE', '4-METHYLPHENOL (P-CRESOL)', 'GAMMA-CHLORDANE', 'PHENANTHRENE', 'TETRACHLOROETHENE', '2,4-DIMETHYLPHENOL', 'METHOXYCHLOR', 'BERYLLIUM', 'BETA-HEXACHLOROCYCLOHEXANE', 'CARBON DISULFIDE', 'ARSENIC', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'BENZO(B)FLUORANTHENE']","['Groundwater', 'Debris', 'Soil', 'Sediment']","['Monitoring', 'Other (not otherwise specified)', 'Bioremediation (other, not otherwise specified, exsitu)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Thermal Desorption (exsitu, onsite)', 'ESD - Nonfundamental Change (other)', 'Institutional Controls', 'No Action', 'Neutralization (exsitu)', 'Disposal (offsite)', 'Containment (other, not otherwise specified, onsite)', 'Excavation', 'Discharge (surface water/NPDES discharge)', 'Off-gas Treatment (other, not otherwise specified)']"
FLD055945653,"CITY INDUSTRIES, INC.",ORLANDO,ORANGE,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400683,3920 FORSYTH RD,32807.0,N,N,,28.601389,-81.3,10/04/89,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400683,['Groundwater'],"['1,2,4-TRIMETHYLBENZENE', 'TRICHLOROETHENE', '1,2-DICHLOROETHANE', 'CUMENE', '1,1,1-TRICHLOROETHANE', '4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE)', 'TETRACHLOROETHENE', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CIS-1,2-DICHLOROETHENE', '2-BUTANONE (METHYL ETHYL KETONE)', '1,4-DIOXANE', 'TOLUENE', '1,1-DICHLOROETHENE', 'BENZENE', '1,1-DICHLOROETHANE', 'ACETONE', 'CHLOROETHENE (VINYL CHLORIDE)']",['Groundwater'],"['Monitoring', 'ESD/Amd - ARAR(s) Change', 'Precipitation (P&T, exsitu)', 'Discharge (POTW)', 'Extraction (recovery/vertical well)', 'Air Stripping (P&T, exsitu)', 'ESD - Nonfundamental Change (other)', 'Discharge (infiltration basin/trench)', 'Institutional Controls', 'Chemical Oxidation (P&T, exsitu)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Equalization (P&T, exsitu)', 'ESD/Amd - COC(s) Change', 'Clarification (sedimentation, P&T, exsitu)', 'ESD/Amd - RAO(s) Change', 'ESD/Amd - Remedy Element Addition/Modification', 'Discharge (surface water/NPDES discharge)']"
FLD056116965,PIONEER SAND CO.,PENSACOLA,ESCAMBIA,FL,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0400684,5800 Saufley Pines Road,32526.0,N,N,,30.474169,-87.351389,02/08/93,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400684,"['Groundwater', 'Solid Waste', 'Leachate']","['LEAD', 'VOC', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CHRYSENE', 'PYRENE', 'TOLUENE', 'BENZENE', 'DI-N-OCTYL PHTHALATE', '1,2-DICHLOROBENZENE', 'INDENO(1,2,3-CD)PYRENE', 'AROCLOR 1242', 'PENTACHLOROPHENOL', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'BASE NEUTRAL ACIDS', 'CHLOROBENZENE', '2,4-DICHLOROPHENOL', 'AROCLOR 1254', '1,1,2,2-TETRACHLOROETHANE', '1,1-DICHLOROETHENE', 'DIBUTYL PHTHALATE', 'NICKEL', 'THALLIUM', 'CHROMIUM', 'BENZIDINE', 'PHENOL', 'BENZO(K)FLUORANTHENE', 'CHLOROFORM', 'ZINC', 'BENZO[A]ANTHRACENE', 'AROCLOR 1248', 'CADMIUM', 'FLUORANTHENE', '1,4-DICHLOROBENZENE', 'COPPER', 'MERCURY', '1,3-DICHLOROBENZENE', 'PESTICIDES', 'BUTYL BENZYL PHTHALATE', 'XYLENE (MIXED ISOMERS)', 'BENZO[A]PYRENE', '2,4-DIMETHYLPHENOL', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'BENZO(GHI)PERYLENE', 'BENZO(B)FLUORANTHENE', 'METALS']","['Soil', 'Surface Water', 'Solid Waste', 'Groundwater', 'Leachate']","['Monitoring', 'Aeration Basin (P&T, exsitu)', 'Cap (engineered cap)', 'Precipitation (P&T, exsitu)', 'Residuals Treatment/Disposal (onsite)', 'Filtration (P&T, exsitu)', 'Leachate Control', 'Institutional Controls', 'No Action', 'Operations & Maintenance (O&M)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Discharge (other, not otherwise specified)']"
FLD062794003,SCHUYLKILL METALS CORP.,PLANT CITY,HILLSBOROUGH,FL,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0400710,402 S WOODROW WILSON DR,33566.0,N,N,,28.010831,-82.143061,08/22/01,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400710,"['Groundwater', 'Soil', 'Sediment']","['ANTIMONY', 'LEAD', 'CADMIUM', 'SODIUM', 'CHROMIUM']","['Debris', 'Soil', 'Liquid Waste', 'Groundwater', 'Sediment']","['Monitoring', 'Other (not otherwise specified)', 'Precipitation (P&T, exsitu)', 'Extraction (recovery/vertical well)', 'Extraction (recovery trench/subsurface collection drain)', 'Decontamination', 'Institutional Controls', 'Drainage/Erosion Control (other, not otherwise specified)', 'Wetlands Replacement', 'Solidification/Stabilization (exsitu, onsite)', 'Physical Separation (exsitu, onsite)', 'Discharge (POTW)', 'Containment (other, not otherwise specified, onsite)', 'Recycling (offsite)', 'Discharge (other, not otherwise specified)', 'Excavation', 'Discharge (surface water/NPDES discharge)']"
FLD070864541,"TRI-CITY OIL CONSERVATIONIST, INC",TAMPA,HILLSBOROUGH,FL,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,0400733,8767 1/2 N 50TH ST,33617.0,N,N,,28.0318,-82.4015,09/01/88,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400733,,,"['Groundwater', 'Soil']",['No Further Action']
FLD071307680,GOLD COAST OIL CORP.,MIAMI,MIAMI-DADE,FL,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0400736,2835 SW 71 AVE,33155.0,N,N,,25.7434,-80.3112,10/09/96,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400736,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'LEAD', 'TETRACHLOROETHENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'TRANS-1,2-DICHLOROETHENE', 'TOLUENE', '1,1-DICHLOROETHANE']","['Groundwater', 'Debris', 'Soil', 'Sludge']","['Monitoring', 'Cap (engineered cap)', 'Treatment (other, not otherwise specified, offsite)', 'Solidification/Stabilization (exsitu, onsite)', 'Disposal (offsite)', 'Containment (other, not otherwise specified, onsite)', 'Excavation', 'Discharge (surface water/NPDES discharge)']"
FLD076027820,MIAMI DRUM SERVICES,MIAMI,MIAMI-DADE,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400746,6601 NW 72nd Avenue,33166.0,N,N,,25.837219,-80.313061,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400746,['Groundwater'],"['LEAD', '2-PROPENENITRILE (ACRYLONITRILE)', '1,1,1-TRICHLOROETHANE', 'ANTHRACENE', 'TETRAHYDROFURAN', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CHRYSENE', 'PYRENE', 'BENZENE', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)', 'INDENO(1,2,3-CD)PYRENE', 'PENTACHLOROPHENOL', 'ENDOSULFAN (I OR II)', 'AROCLOR 1254', '1,1-DICHLOROETHENE', 'AROCLOR 1260', 'BENZO(K)FLUORANTHENE', 'BENZO[A]ANTHRACENE', 'CADMIUM', 'FLUORANTHENE', '4-NITROPHENOL', 'ORGANICS', 'PENTACHLOROETHANE', ""P,P'-DDT"", 'BENZO[A]PYRENE', 'PHENANTHRENE', 'ARSENIC', 'BENZO(GHI)PERYLENE', 'BENZO(B)FLUORANTHENE']",['Groundwater'],"['Air Stripping (P&T, exsitu)', 'Discharge (surface water/NPDES discharge)']"
FLD080174402,"CHEMFORM, INC.",POMPANO BEACH,BROWARD,FL,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,0400756,1410 SW 8TH ST,33069.0,N,N,,26.219055,-80.141374,07/28/00,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400756,['Groundwater'],"['1,4-DICHLOROBENZENE', 'NAPHTHALENE', 'CHROMIUM(VI)', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'ARSENIC', 'NICKEL']","['Groundwater', 'Soil']","['Monitoring', 'ESD - Nonfundamental Change (other)', 'No Action', 'Institutional Controls', 'No Further Action']"
FLD083111005,FLASH CLEANERS,POMPANO BEACH,BROWARD,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0407492,4131 NORTH FEDERAL HIGHWAY,33064.0,N,N,,26.2824,-80.0969,09/03/08,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0407492,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'TETRACHLOROETHENE', 'TRANS-1,2-DICHLOROETHENE', 'CIS-1,2-DICHLOROETHENE', 'CHLOROETHENE (VINYL CHLORIDE)']","['Groundwater', 'Soil']","['Institutional Controls', 'Soil Vapor Extraction (insitu)', 'Disposal (offsite)', 'Monitoring (soil)', 'Bioremediation (anaerobic, insitu)', 'Excavation', 'Off-gas Treatment (other, not otherwise specified)']"
FLD084535442,MUNISPORT LANDFILL,NORTH MIAMI,MIAMI-DADE,FL,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,0400769,152ND ST NE & BISCAYNE BLVD,33161.0,N,N,,25.908331,-80.154169,09/24/99,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400769,"['Groundwater', 'Surface Water']","['COBALT', 'LEAD', 'MANGANESE', 'CALCIUM', 'ACETONE', 'TOLUENE', 'BENZENE', 'VANADIUM', 'ANTIMONY', 'PENTACHLOROPHENOL', 'STRONTIUM', 'CHLOROBENZENE', 'POTASSIUM', 'NICKEL', 'AMMONIA', 'CHROMIUM', 'ZINC', 'PHENOL', 'CHLOROFORM', 'COPPER', 'ARSENIC', 'MAGNESIUM', 'MERCURY', 'SODIUM', 'ALUMINUM', 'BUTYL BENZYL PHTHALATE', 'DELTA-HEXACHLOROCYCLOHEXANE', 'BARIUM', '4-METHYLPHENOL (P-CRESOL)', 'SILVER', 'CARBON DISULFIDE', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'IRON']","['Groundwater', 'Surface Water']","['Monitoring', 'Hydraulic Control (containment)', 'Extraction (recovery/vertical well)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Wetlands Replacement', 'No Further Action', 'Discharge (surface water/NPDES discharge)']"
FLD088787585,MRI CORP (TAMPA),TAMPA,HILLSBOROUGH,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400779,9220 STANNUM STREET,33619.0,N,N,,27.96,-82.355833,12/23/96,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400779,"['Groundwater', 'Soil']","['LEAD', 'FLUORIDE', 'SODIUM', 'ARSENIC', 'MERCURY', 'ALUMINUM', 'THALLIUM', 'CHROMIUM']","['Groundwater', 'Soil']","['Monitoring', 'Cap (engineered cap)', 'Vertical Engineered Barrier (other)', 'Institutional Controls', 'Consolidate (onsite)', 'Solidification/Stabilization (insitu)', 'Containment (other, not otherwise specified, onsite)', 'Monitored Natural Attenuation', 'Excavation']"
FLD091471904,"TRANS CIRCUITS, INC.",LAKE PARK,PALM BEACH,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400785,210 NEWMAN ROAD,33403.0,N,N,,26.795278,-80.073889,02/04/00,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400785,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'BROMODICHLOROMETHANE', 'CHLOROFORM', 'TETRACHLOROETHENE', 'BENZO[A]PYRENE EQUIVALENTS (BaPEq)', 'BETA-HEXACHLOROCYCLOHEXANE', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'ALDRIN', 'ARSENIC', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', '1,1-DICHLOROETHANE', 'FLUORIDE']","['Groundwater', 'Soil']","['Chemical Oxidation (exsitu)', 'Monitoring', 'ESD - Nonfundamental Change (other)', 'Chemical Oxidation (P&T, exsitu)', 'Operations & Maintenance (O&M)', 'Monitored Natural Attenuation', 'Containment (other, not otherwise specified, onsite)', 'Bioremediation (anaerobic, insitu)', 'Excavation']"
FLD094590916,CALLAWAY & SON DRUM SERVICE,LAKE ALFRED,POLK,FL,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0400792,890 EAST LAKE ALFRED DRIVE,33850.0,N,N,,28.098056,-81.714722,08/04/09,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400792,"['Groundwater', 'Soil', 'Surface Water']","['ARSENIC', 'TOXAPHENE', 'CARCINOGENIC POLYCYCLIC AROMATIC HYDROCARBONS (cPAH)']","['Groundwater', 'Soil', 'Surface Water']",['No Action']
FLD098924038,"UNITED METALS, INC.",MARIANNA,JACKSON,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400804,1690 Highway 71,32446.0,N,N,,30.685833,-85.168056,04/30/03,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400804,"['Groundwater', 'Soil', 'Sediment']","['TRICHLOROETHENE', 'ANTIMONY', 'LEAD', 'DIELDRIN', 'IRON', 'CADMIUM', 'MANGANESE', 'VANADIUM, METAL AND/OR ALLOY', 'ARSENIC', 'ALUMINUM', 'ALDRIN']","['Debris', 'Soil', 'Buildings/Structures', 'Groundwater', 'Sediment']","['Monitoring', 'Cap (engineered cap)', 'Cap (exsitu)', 'ESD - Nonfundamental Change (other)', 'Containment Cell (upland/adjacent)', 'Demolition', 'Institutional Controls', 'Wetlands Replacement', 'Recycling (onsite)', 'Solidification/Stabilization (exsitu, onsite)', 'Revegetation', 'Decontamination', 'Containment (other, not otherwise specified, onsite)', 'Monitored Natural Attenuation', 'Excavation']"
FLD980221857,AGRICO CHEMICAL CO.,PENSACOLA,ESCAMBIA,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400818,118 E FAIRFIELD DR @ I-110,32505.0,N,N,,30.4512,-87.2256,10/04/89,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400818,"['Groundwater', 'Soil']","['LEAD', 'NITRATE/NITRITE', 'RADIUM-226', 'SULFATE', 'ARSENIC', 'FLUORIDE', 'CHLORIDE']","['Groundwater', 'Soil']","['Monitoring', 'Cap (engineered cap)', 'Filtration (P&T, exsitu)', 'Institutional Controls', 'Membrane Filtration (reverse osmosis, P&T, exsitu)', 'Solidification/Stabilization (exsitu, onsite)', 'Consolidate (onsite)', 'Vertical Engineered Barrier (slurry wall)', 'Monitoring (groundwater)', 'Monitored Natural Attenuation', 'Excavation']"
FLD980494660,BEULAH LANDFILL,PENSACOLA,ESCAMBIA,FL,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0400836,ROUTE 9 US HWY 90,32506.0,N,N,,30.513061,-87.345139,06/22/98,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400836,"['Groundwater', 'Soil', 'Air']","['PENTACHLOROPHENOL', 'DIELDRIN', 'AROCLOR 1254', 'ARSENIC', 'ALDRIN']",['Groundwater'],"['Monitoring', 'No Action']"
FLD980494959,TAYLOR ROAD LANDFILL,SEFFNER,HILLSBOROUGH,FL,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0400853,TAYLOR RD,33619.0,N,N,,28.009719,-82.29305,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0400853,['Groundwater'],"['ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'DIBROMOCHLOROMETHANE', 'CIS-1,2-DICHLOROETHENE', 'TOLUENE', 'BENZENE', '1,1-DICHLOROETHANE', '1,2-DICHLOROBENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'TRANS-1,2-DICHLOROETHENE', '1,1-DICHLOROETHENE', 'NICKEL', 'CHLOROFORM', '1,4-DICHLOROBENZENE', 'MERCURY', '1,2-DICHLOROETHANE', 'TETRACHLOROETHENE', 'CHLOROMETHANE']",['Groundwater'],"['Monitoring', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Institutional Controls', 'Water Supply (permanent replacement, other, not otherwise specified)', 'Monitored Natural Attenuation']"
