EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date,Site_ID_Fixed,site_link,Contaminants Media,Contaminants,Remedies Media,Remedy Component
KYD980729107,MAXEY FLATS NUCLEAR DISPOSAL,HILLSBORO,FLEMING,KY,Final NPL,No ,Yes,No ,Yes,Yes,4.0,0402139,MAXEY FLATS RD,41049.0,N,N,,38.2608,-83.5692,06/10/86,402139.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402139,"['Solid Waste', 'Leachate', 'Groundwater', 'Buildings/Structures']","['Americium-241', 'TRITIUM', 'ARSENIC', 'TOLUENE', 'BENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'IODINE-129', 'LEAD', 'THORIUM-232', '1,2-DICHLOROETHANE', 'CARBON-14', 'CESIUM-137', 'PLUTONIUM-238', 'TRICHLOROETHENE', 'CHLOROFORM', 'TECHNETIUM-99', 'RADIUM-226', 'COBALT-60', 'STRONTIUM-90', 'NICKEL', 'PLUTONIUM-239', 'CHLOROBENZENE']","['Buildings/Structures', 'Leachate', 'Solid Waste', 'Air', 'Groundwater', 'Surface Water']","['Containment (other, not otherwise specified, onsite)', 'ESD/Amd - Remedy Component Removal', 'Demolition', 'Disposal (offsite)', 'Excavation', 'Monitoring', 'Treatment (other, not otherwise specified, insitu)', 'ESD/Amd - Remedy Element Addition/Modification', 'ESD/Amd - ARAR(s) Change', 'Cap (engineered cap)']"
KYD980844625,FORT HARTFORD COAL CO. STONE QUARRY,OLATON,OHIO,KY,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0402171,1881 Underwood RD,42361.0,N,N,,37.538889,-86.702769,08/16/23,402171.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402171,"['Air', 'Groundwater', 'Surface Water']","['ARSENIC', 'SULFATE', 'CADMIUM', 'AMMONIA', 'SELENIUM', 'VANADIUM', 'STYRENE', 'MANGANESE', 'BENZENE', 'IRON', 'LEAD', 'CHROMIUM', 'THALLIUM', 'ALUMINUM', 'CHLORIDE', 'BARIUM', 'POTASSIUM', 'SODIUM', ""P,P'-DDT""]","['Air', 'Groundwater', 'Surface Water', 'Leachate']","['Institutional Controls', 'ESD/Amd - Study/Assessment Initiation or Documentation', 'ESD - Nonfundamental Change (other)', 'ESD/Amd - COC(s) Change', 'Aeration Basin (P&T, exsitu)', 'Air Stripping (P&T, exsitu)', 'Neutralization (P&T, exsitu)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Discharge (other, not otherwise specified)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Monitored Natural Attenuation', 'ESD/Amd - ROD Error Correction']"
KYD981028350,TRI-CITY DISPOSAL CO.,SHEPHERDSVILLE,BULLITT,KY,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0402195,RTE. 1526 AT THE GRAVEL ROAD,40109.0,N,N,,38.047781,-85.768331,03/31/89,402195.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402195,['Groundwater'],"['XYLENE (MIXED ISOMERS)', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHANE (MIXED ISOMERS)', 'CHLOROFORM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'CIS-1,2-DICHLOROETHENE', 'TETRACHLOROETHENE', '1,1-DICHLOROETHENE', '1,1,1-TRICHLOROETHANE', 'TRANS-1,2-DICHLOROETHENE', 'TOLUENE']","['Sediment', 'Soil', 'Air', 'Groundwater', 'Surface Water']","['Institutional Controls', 'ESD - Nonfundamental Change (other)', 'Other (not otherwise specified)', 'Cover (soil)', 'Monitoring', 'Sampling', 'No Further Action']"
KYD981469794,RED PENN SANITATION CO. LANDFILL,PEEWEE VALLEY,OLDHAM,KY,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0404239,SR 362 (ASH AVE),40014.0,N,N,,38.2881,-85.4654,09/14/01,404239.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0404239,"['Sediment', 'Soil', 'Leachate', 'Groundwater', 'Surface Water']","['BENZENE', 'CADMIUM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'CARBON DISULFIDE', 'CYANIDE', 'ALPHA-HEXACHLOROCYCLOHEXANE', 'CHROMIUM', 'LEAD', 'BETA-HEXACHLOROCYCLOHEXANE', 'GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE)']","['Sediment', 'Soil', 'Leachate', 'Groundwater', 'Surface Water']","['Institutional Controls', 'No Action']"
KYD985066380,NEWPORT DUMP,NEWPORT,CAMPBELL,KY,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0405547,LICKING PIKE AND QUEEN CITY AV,41072.0,N,N,,39.070725,-84.491228,06/03/96,405547.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0405547,"['Leachate', 'Groundwater', 'Surface Water', 'Soil']","['NICKEL', 'ARSENIC', 'BENZO[A]PYRENE', 'BARIUM', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'CHROMIUM', 'TOLUENE']","['Soil', 'Leachate', 'Solid Waste', 'Groundwater', 'Surface Water']","['Slope Stabilization', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Pumping', 'ESD - Nonfundamental Change (other)', 'Revegetation', 'Monitoring', 'Operations & Maintenance (O&M)', 'Engineering Control (other, not otherwise specified)']"
KYD985069954,NATIONAL ELECTRIC COIL CO./COOPER INDUSTRIES,DAYHOIT,HARLAN,KY,Final NPL,No ,Yes,No ,Yes,Yes,4.0,0405125,OLD HIGHWAY 119,40824.0,N,N,,36.843889,-83.371389,10/14/92,405125.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0405125,['Groundwater'],"['1,2-DICHLOROETHANE', 'XYLENE (MIXED ISOMERS)', 'CHLOROETHENE (VINYL CHLORIDE)', 'BENZENE', 'CHLORIDE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'ETHYLBENZENE', 'TRICHLOROETHENE', 'VOC', '1,1,1,2-TETRACHLOROETHANE', 'CIS-1,2-DICHLOROETHENE', '1,1-DICHLOROETHENE', 'LEAD', 'TRANS-1,2-DICHLOROETHENE', 'TOLUENE']",['Groundwater'],"['Institutional Controls', 'Chemical Oxidation/Reduction (P&T, exsitu)', 'ESD - Nonfundamental Change (other)', 'Extraction (recovery/vertical well)', 'Air Stripping (P&T, exsitu)', 'Extraction (recovery trench/subsurface collection drain)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Storage (temporary, onsite)', 'Off-gas Treatment (other, not otherwise specified)']"
LA0000187518,MALLARD BAY LANDING BULK PLANT,GRAND CHENIERE,CAMERON,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0604848,0.6 MI. FROM CAMERON PARISH RD (PR) 109,70542.0,N,N,,29.934014,-92.655469,09/19/05,604848.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0604848,['Groundwater'],"['CARBON TETRACHLORIDE', 'MANGANESE', 'BENZENE', 'ARSENIC', 'CHLOROFORM', 'BROMODICHLOROMETHANE']","['Debris', 'Soil', 'Sludge', 'Solid Waste', 'Groundwater', 'Surface Water']","['Consolidate (onsite)', 'Disposal (offsite)', 'Solidification/Stabilization (exsitu, onsite)', 'Discharge (other, not otherwise specified)', 'Excavation', 'Monitoring', 'Recycling (offsite)', 'Decontamination', 'Thermal Treatment (other, not otherwise specified, offsite)']"
LA0213820533,LOUISIANA ARMY AMMUNITION PLANT,DOYLINE,WEBSTER,LA,Final NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,6.0,0600770,HWY 80 E/PO BOX 30059,71130.0,Y,N,,32.5422,-93.421,03/13/89,600770.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600770,"['Groundwater', 'Soil']","['2-AMINO-4,6-DINITROTOLUENE', 'ARSENIC', '1,2-DIHYDROACENAPHTHYLENE', '1,3-DINITROBENZENE', 'PHENANTHRENE', 'BENZO[A]ANTHRACENE', 'INDENO(1,2,3-CD)PYRENE', 'N-METHYL-N,2,4,6-TETRANITROANILINE (TETRYL)', 'BENZO(K)FLUORANTHENE', '1,3,5-TRINITROBENZENE', 'HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE (RDX)', 'BENZENE', 'CHROMIUM(VI)', 'BIS(2-ETHYLHEXYL)PHTHALATE', '2,6-DINITROTOLUENE', '9H-FLUORENE', 'LEAD', '1,2-DICHLOROETHANE', '4-AMINO-2,6-DINITROTOLUENE', '2,4-DINITROTOLUENE', 'TRICHLOROETHENE', 'BENZO[A]PYRENE', 'PYRENE', '1,3,5,7-TETRANITRO-1,3,5,7-TETRAZOCANE (HMX)', 'NAPHTHALENE', 'FLUORANTHENE', 'ALUMINUM', 'CHROMIUM (III)', 'ANTHRACENE', 'NICKEL', 'DIELDRIN', 'DIBENZO(A,H)ANTHRACENE', '2,4-DIMETHYLPHENOL', '2,4,6-TRINITROTOLUENE', 'BENZO(B)FLUORANTHENE', 'NITROBENZENE', 'CHRYSENE', 'TETRACHLOROETHENE', '1,1-DICHLOROETHENE', 'BENZO(GHI)PERYLENE']","['Solid Waste', 'Groundwater', 'Soil']","['Institutional Controls', 'ESD - Nonfundamental Change (other)', 'Monitored Natural Attenuation', 'Monitoring', 'Operations & Maintenance (O&M)', 'No Action', 'No Further Action']"
LAD000239814,"AMERICAN CREOSOTE WORKS, INC. (WINNFIELD PLANT)",WINNFIELD,WINN,LA,Final NPL,No ,Yes,No ,Yes,Yes,6.0,0600317,1006 FRONT STREET,71483.0,N,N,,31.918611,-92.634722,10/14/92,600317.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600317,"['Sludge', 'Groundwater', 'Soil']","['XYLENE (MIXED ISOMERS)', '2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD)', '1,2-DIHYDROACENAPHTHYLENE', 'PHENANTHRENE', '4-METHYLPHENOL (P-CRESOL)', '2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq)', 'BENZO[A]ANTHRACENE', 'TRICHLOROPHENOL (MIXED ISOMERS)', 'BENZO[A]PYRENE EQUIVALENTS (BaPEq)', 'TOLUENE', 'ACENAPHTHYLENE', 'BENZENE', 'ETHYLBENZENE', '9H-FLUORENE', 'POLYCYCLIC AROMATIC HYDROCARBONS, HIGH MOLECULAR WEIGHT (HPAHS)', '2-METHYLNAPHTHALENE', ""1,1'-BIPHENYL"", 'BENZO[A]PYRENE', 'PYRENE', 'NAPHTHALENE', 'FLUORANTHENE', 'DIBENZOFURAN', 'PENTACHLOROPHENOL', '1-METHYLNAPHTHALENE', 'ANTHRACENE', 'DIBENZO(A,H)ANTHRACENE', 'CHRYSENE', '3-METHYLPHENOL (M-CRESOL)']","['Sludge', 'Free-phase NAPL', 'Groundwater', 'Soil']","['Institutional Controls', 'Treatment (other, not otherwise specified, exsitu)', 'ESD/Amd - Remedy Component Removal', 'Cover (soil)', 'Incineration (onsite)', 'Monitoring (groundwater)', 'Extraction (recovery/vertical well)', 'Disposal (offsite)', 'Excavation', 'Containment (other, not otherwise specified, onsite)', 'Revegetation', 'Bioremediation (other, not otherwise specified, exsitu)', 'Extraction (recovery trench/subsurface collection drain)', 'Incineration (offsite)', 'Cap (engineered cap)', 'ESD/Amd - RAO(s) Change', 'Discharge (surface water/NPDES discharge)', 'Oil Water Separation (P&T, exsitu)', 'Thermal Treatment (insitu)', 'Solidification/Stabilization (insitu)']"
LAD008149015,SOUTHERN SHIPBUILDING,SLIDELL,ST. TAMMANY,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0601494,999 CANULETTE ROAD,70459.0,N,N,,30.2725,-89.800833,06/16/98,601494.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0601494,"['Sediment', 'Soil']","['2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD)', 'ARSENIC', '1,2-DIHYDROACENAPHTHYLENE', 'PHENANTHRENE', 'BENZO[A]ANTHRACENE', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'INDENO(1,2,3-CD)PYRENE', 'BENZO(K)FLUORANTHENE', 'ACENAPHTHYLENE', '9H-FLUORENE', 'TRIBUTYLSTANNYL BENZOATE', 'LEAD', 'BENZO[A]PYRENE', 'PYRENE', 'FLUORANTHENE', '9H-CARBAZOLE', 'ANTHRACENE', 'DIBENZO(A,H)ANTHRACENE', 'BENZO(B)FLUORANTHENE', 'CHRYSENE', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'BENZO(GHI)PERYLENE']","['Sediment', 'Debris', 'Groundwater', 'Soil']","['Containment (other, not otherwise specified, onsite)', 'Consolidate (onsite)', 'Disposal (offsite)', 'No Further Action', 'Excavation', 'Monitoring', 'Incineration (offsite)', 'Disposal', 'Cap (engineered cap)']"
LAD008184137,EXIDE BATON ROUGE,BATON ROUGE,EAST BATON ROUGE,LA,Final NPL,No ,No ,No ,Not yet designated,Not yet designated,6.0,0600387,2400 BROOKLAWN DR,70807.0,N,N,,30.586168,-91.245026,03/07/24,600387.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600387,,,,
LAD008187940,CENTRAL WOOD PRESERVING CO.,SLAUGHTER,EAST FELICIANA,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0604527,N AND S OF STATE HW 959 & EAST OF HW 67,70722.0,N,N,,30.758889,-91.009444,09/18/09,604527.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0604527,"['Sediment', 'Soil']","['MANGANESE', 'DIBENZO(A,H)ANTHRACENE', 'ARSENIC', 'BENZO(B)FLUORANTHENE', 'BENZO[A]PYRENE', 'NAPHTHALENE', 'FLUORANTHENE', 'BENZO[A]ANTHRACENE', 'CHRYSENE', 'INDENO(1,2,3-CD)PYRENE', 'CHROMIUM', 'COPPER', 'BENZO(K)FLUORANTHENE']","['Groundwater', 'Debris', 'Soil', 'Sediment']","['Institutional Controls', 'Thermal Desorption (exsitu, onsite)', 'Disposal (offsite)', 'Excavation', 'Monitoring', 'Decontamination', 'Treatment (other, not otherwise specified, insitu)']"
LAD008434185,SBA SHIPYARD,JENNINGS,JEFFERSON DAVIS,LA,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,6.0,0607497,END of State Hwy 3166 Adj to W Bank Mermentau,70546.0,N,N,,30.160603,-92.612236,09/09/16,607497.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0607497,,,,
LAD008473142,MARION PRESSURE TREATING,MARION,UNION,LA,Final NPL,No ,No ,No ,Yes,No,6.0,0604491,STATE HIGHWAY 551 NEAR SH 33 JUNCTION,71260.0,N,N,,32.908333,-92.252944,02/04/00,604491.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0604491,"['Sediment', 'Groundwater', 'Soil']","['ARSENIC', '1,2-DIHYDROACENAPHTHYLENE', 'PHENANTHRENE', '4-METHYLPHENOL (P-CRESOL)', 'BENZO[A]ANTHRACENE', 'INDENO(1,2,3-CD)PYRENE', 'BENZO(K)FLUORANTHENE', 'ACENAPHTHYLENE', 'BENZENE', 'BIS(2-ETHYLHEXYL)PHTHALATE', '9H-FLUORENE', '2-METHYLNAPHTHALENE', 'BENZO[A]PYRENE', 'PYRENE', 'NAPHTHALENE', 'FLUORANTHENE', 'DIBENZOFURAN', '9H-CARBAZOLE', 'THALLIUM', 'ANTHRACENE', 'DIBENZO(A,H)ANTHRACENE', 'BENZO(B)FLUORANTHENE', 'CHRYSENE', 'BENZO(GHI)PERYLENE']","['Sediment', 'Debris', 'Soil', 'Free-phase NAPL', 'Groundwater']","['Institutional Controls', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Revegetation', 'ESD/Amd - RAO(s) Change', 'Extraction (recovery/vertical well)', 'Thermal Desorption (exsitu, onsite)', 'Consolidate (onsite)', 'Disposal (offsite)', 'Excavation', 'Monitoring (groundwater)', 'Monitoring', 'Cap (exsitu)', 'ESD/Amd - Remedy Element Addition/Modification', 'Solidification/Stabilization (insitu)', 'Solidification/Stabilization (exsitu, offsite)', 'Incineration (offsite)', 'Cap (engineered cap)']"
LAD052510344,DELATTE METALS,PONCHATOULA,TANGIPAHOA,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0600428,1541 WEINBERGER ROAD,70454.0,N,N,,30.4225,-90.410833,08/08/05,600428.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600428,"['Sediment', 'Soil']",['LEAD'],"['Sediment', 'Groundwater', 'Soil']","['Institutional Controls', 'ESD - Nonfundamental Change (other)', 'Disposal (offsite)', 'Permeable Reactive Barrier (chemical reactive wall, passive treatment wall, etc.)', 'Solidification/Stabilization (exsitu, onsite)', 'Monitoring']"
LAD057482713,"PETRO-PROCESSORS OF LOUISIANA, INC.",SCOTLANDVILLE,EAST BATON ROUGE,LA,Final NPL,No ,Yes,No ,Insufficient Data,Yes,6.0,0600442,BROOKLAWN DRIVE,70807.0,N,N,,30.583331,-91.243331,09/21/84,600442.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600442,,,,
LAD058475419,DELTA SHIPYARD,HOUMA,TERREBONNE,LA,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,6.0,0600444,200 DEAN COURT,70363.0,N,N,,29.565818,-90.705141,09/22/14,600444.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600444,,,,
LAD072606627,"COMBUSTION, INC.",DENHAM SPRINGS,LIVINGSTON,LA,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,0600472,RT 1; NE OF DENHAM SPRINGS,70726.0,N,N,,30.5129,-90.8939,08/30/90,600472.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600472,['Groundwater'],"['1,2-DICHLOROETHANE', 'DELTA-HEXACHLOROCYCLOHEXANE', 'MANGANESE', 'BENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'BENZO[A]PYRENE', '2-METHYLANILINE', '1,1,2-TRICHLOROETHANE', '4-METHYLPHENOL (P-CRESOL)', 'CARBON DISULFIDE', '1,1-DICHLOROETHANE', 'CHLOROBENZENE', 'CYANIDE', '1,1-DICHLOROETHENE', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'TOLUENE', 'GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE)']",['Groundwater'],"['Institutional Controls', 'Phytoremediation (for treatment insitu)', 'Monitoring', 'Monitored Natural Attenuation']"
LAD980501456,CLEVE REBER,SORRENTO,ASCENSION,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0600512,SEC 36 T10S R3E,70778.0,N,N,,30.155,-90.873339,12/30/97,600512.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600512,"['Sediment', 'Soil', 'Sludge', 'Solid Waste', 'Groundwater', 'Surface Water']","['ACETONE', 'PHENOL', '2,4,6-TRINITROPHENOL', 'TOLUENE', 'HEXACHLOROBENZENE', '1,2,4-TRICHLOROBENZENE', 'HEXACHLORO-1,3-BUTADIENE', 'BENZENE', '1,1,1-TRICHLOROETHANE', 'BENZOIC ACID', '1,3-DICHLOROBENZENE', '1,4-DICHLOROBENZENE', 'DIBENZOFURAN', 'HEXACHLOROETHANE', 'PENTACHLOROPHENOL', '1,2-DICHLOROBENZENE', 'ANILINE', 'DIBENZO(A,H)ANTHRACENE', 'BENZO(B)FLUORANTHENE', 'N,N-DIPHENYLNITROUS AMIDE', '1,1-DICHLOROETHANE', 'CHLOROBENZENE', 'BASE NEUTRAL ACIDS']","['Sediment', 'Soil', 'Sludge', 'Solid Waste', 'Groundwater', 'Surface Water']","['Pumping', 'Solidification/Stabilization (exsitu, onsite)', 'Incineration (onsite)', 'Excavation', 'Monitoring', 'Cap (exsitu)', 'Cap (engineered cap)']"
LAD980745533,OLD INGER OIL REFINERY,DARROW,ASCENSION,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0600572,HWY 75 4 1/2 MI N OF TOWN,70725.0,N,N,,30.1647,-90.9955,08/12/08,600572.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600572,"['Sludge', 'Groundwater', 'Surface Water', 'Soil']","['PHENOL', '1,2-DIHYDROACENAPHTHYLENE', 'CADMIUM', 'PHENANTHRENE', 'BENZO[A]ANTHRACENE', 'TOLUENE', 'BENZENE', 'ETHYLBENZENE', 'CHROMIUM(VI)', 'BIS(2-ETHYLHEXYL)PHTHALATE', '9H-FLUORENE', 'TRANS-1,2-DICHLOROETHENE', 'LEAD', 'COPPER', 'TRICHLOROETHENE', 'PYRENE', 'NAPHTHALENE', 'FLUORANTHENE', 'CHROMIUM', 'SILVER', 'ANTHRACENE', '4-NITROPHENOL', 'BENZO(B)FLUORANTHENE', 'CHRYSENE', 'TETRACHLOROETHENE', 'BENZO(GHI)PERYLENE']","['Sludge', 'Groundwater', 'Surface Water', 'Soil']","['Treatment (other, not otherwise specified, exsitu, onsite)', 'Filtration (P&T, exsitu)', 'Bioremediation (landfarming, aerobic, exsitu)', 'ESD - Nonfundamental Change (other)', 'Equalization (P&T, exsitu)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Discharge (other, not otherwise specified)', 'Discharge (surface water/NPDES discharge)', 'Neutralization (P&T, exsitu)', 'Monitoring', 'Operations & Maintenance (O&M)', 'Cap (engineered cap)', 'No Further Action']"
LAD980745541,BAYOU SORREL,BAYOU SORREL,IBERVILLE,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0600573,CNFLNCE PAT BAYOU & UPR GRAND,70764.0,N,N,,30.2244,-91.4095,09/29/97,600573.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600573,"['Solid Waste', 'Groundwater', 'Soil']","['ORGANICS', 'INORGANICS']","['Solid Waste', 'Groundwater', 'Soil']","['Vertical Engineered Barrier (slurry wall)', 'Consolidate (onsite)', 'Monitoring', 'Drainage/Erosion Control (other, not otherwise specified)', 'Cap (engineered cap)']"
LAD980745632,BAYOU BONFOUCA,SLIDELL,ST. TAMMANY,LA,Final NPL,No ,Yes,No ,Yes,Insufficient Data,6.0,0600574,BAYOU BONFOUCA,70458.0,N,N,,30.282219,-89.784161,09/08/83,600574.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600574,"['Sediment', 'Soil', 'Sludge', 'Solid Waste', 'Groundwater']","['XYLENE (MIXED ISOMERS)', '1,2-DIHYDROACENAPHTHYLENE', 'PHENANTHRENE', 'BENZO[A]ANTHRACENE', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'STYRENE', 'TOLUENE', 'BENZENE', 'TRIBUTYL(CHLORO)STANNANE', 'ETHYLBENZENE', '9H-FLUORENE', '2-METHYLNAPHTHALENE', 'BENZO[A]PYRENE', 'PYRENE', 'NAPHTHALENE', 'FLUORANTHENE', 'DIBENZOFURAN', 'ANTHRACENE', 'BENZO(B)FLUORANTHENE', '2-BUTANONE (METHYL ETHYL KETONE)', 'CHRYSENE']","['Sediment', 'Debris', 'Soil', 'Sludge', 'Liquid Waste', 'Solid Waste', 'Groundwater']","['Containment (other, not otherwise specified, onsite)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Disposal (offsite)', 'ESD/Amd - Significant Volume Change', 'Incineration (onsite)', 'Excavation', 'Monitoring', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Incineration', 'Cap (engineered cap)']"
LAD980749139,"PAB OIL & CHEMICAL SERVICE, INC.",ABBEVILLE,VERMILION,LA,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,0600576,"Approx. 3 miles north of Abbeville, LA on US 167",70510.0,N,N,,30.0159,-92.1154,01/03/00,600576.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0600576,"['Sludge', 'Sediment', 'Surface Water', 'Soil']","['BENZENE', 'ARSENIC', 'TOLUENE', 'BARIUM', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'IRON', 'BERYLLIUM']","['Sediment', 'Soil', 'Sludge', 'Solid Waste', 'Groundwater', 'Surface Water']","['Containment (other, not otherwise specified, onsite)', 'Filtration (P&T, exsitu)', 'ESD - Nonfundamental Change (other)', 'Bioremediation (other, not otherwise specified, exsitu)', 'Solidification/Stabilization (exsitu, onsite)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Discharge (other, not otherwise specified)', 'Cap (exsitu)', 'Cap (engineered cap)']"
